review_id,bank,review_sentiment_mean
1600,axis bank,-0.882578
1601,axis bank,-0.36133653033333335
1602,axis bank,-0.7939436
1603,axis bank,-0.91764395
1604,axis bank,-0.859162955
1605,axis bank,-0.9305069
1606,axis bank,-0.503042084
1607,axis bank,-0.37368461633333333
1608,axis bank,-0.05546296052941177
1609,axis bank,-0.5300215145454545
1610,axis bank,-0.6703829983333334
1611,axis bank,-0.21862559884615385
1612,axis bank,-0.48706739
1613,axis bank,-0.32123288875
1614,axis bank,-0.2504253374
1615,axis bank,-0.86191916
1616,axis bank,-0.45503181375
1617,axis bank,-0.7459336799999999
1618,axis bank,-0.9018014633333333
1619,axis bank,-0.6962732
1620,axis bank,-0.94135404
1621,axis bank,-0.9088142366666667
1622,axis bank,-0.4899215679999999
1623,axis bank,-0.9298305666666667
1624,axis bank,-0.5602344877777777
1625,axis bank,-0.2454920535
1626,axis bank,-0.6874375133333332
1627,axis bank,-0.81346765
1628,axis bank,-0.76049723
1629,axis bank,-0.60849243
1630,axis bank,0.738614325
1631,axis bank,-0.6169522716666667
1632,axis bank,-0.5710431175
1633,axis bank,-0.49613259750000005
1634,axis bank,-0.9226334
1635,axis bank,-0.6701294666666667
1636,axis bank,-0.94105625
1637,axis bank,-0.6210677566666667
1638,axis bank,-0.35641842333333335
1639,axis bank,-0.7887243575
1640,axis bank,-0.592253618
1641,axis bank,-0.7905351500000001
1642,axis bank,-0.89116764
1643,axis bank,-0.5237755159999999
1644,axis bank,-0.8214408566666668
1645,axis bank,-0.37677473525
1646,axis bank,-0.4756300646
1647,axis bank,-0.6076540051111111
1648,axis bank,-0.30174508205555556
1649,axis bank,-0.9260291
1650,axis bank,-0.494216286
1651,axis bank,-0.46149167371428573
1652,axis bank,-0.70762145
1653,axis bank,-0.25881678
1654,axis bank,-0.535668048
1655,axis bank,-0.40898374193333337
1656,axis bank,-0.5428698784615384
1657,axis bank,-0.6250171185
1658,axis bank,-0.6971756125
1659,axis bank,-0.5055967625
1660,axis bank,-0.5613691361538462
1661,axis bank,-0.18134184
1662,axis bank,-0.9204062
1663,axis bank,-0.8167245
1664,axis bank,-0.33185633851538465
1665,axis bank,-0.674320185
1666,axis bank,-0.9370346
1667,axis bank,-0.43984429499999994
1668,axis bank,-0.5211350274285714
1669,axis bank,-0.9304261
1670,axis bank,-0.3562836615714286
1671,axis bank,-0.91031935
1672,axis bank,0.49206436666666664
1673,axis bank,0.13513832999999997
1674,axis bank,0.49499720799999997
1675,axis bank,-0.8526459466666667
1676,axis bank,0.96665484
1677,axis bank,-0.3600134689166667
1678,axis bank,-0.52709342
1679,axis bank,-0.326990093
1680,axis bank,-0.411805375725
1681,axis bank,-0.4157878545
1682,axis bank,-0.26949786166666667
1683,axis bank,-0.5472353600000001
1684,axis bank,-0.36233292000000006
1685,axis bank,-0.5061544025
1686,axis bank,-0.26948862
1687,axis bank,-0.9499613
1688,axis bank,-0.5764535286666667
1689,axis bank,-0.50117082
1690,axis bank,-0.9333931
1691,axis bank,-0.5797552008181819
1692,axis bank,-0.2674259996666667
1693,axis bank,-0.5977327818
1694,axis bank,-0.72902434
1695,axis bank,-0.84124208
1696,axis bank,-0.5791627764
1697,axis bank,-0.20287287249999997
1698,axis bank,-0.3528842942
1699,axis bank,-0.5620996367285714
1700,axis bank,-0.48286275720000005
1701,axis bank,-0.29444980675
1702,axis bank,-0.04593472818181818
1703,axis bank,-0.54434726
1704,axis bank,-0.9058422
1705,axis bank,-0.6589350333333334
1706,axis bank,-0.8957881
1707,axis bank,-0.8761409
1708,axis bank,0.32711585428571427
1709,axis bank,-0.69136792
1710,axis bank,-0.8057521700000001
1711,axis bank,-0.6826174225
1712,axis bank,-0.4163277973909091
1713,axis bank,-0.68314285
1714,axis bank,-0.4531662515
1715,axis bank,-0.71614206
1716,axis bank,-0.73647311
1717,axis bank,-0.808042615
1718,axis bank,0.7523243325
1719,axis bank,-0.9198827
1720,axis bank,-0.86908937
1721,axis bank,-0.5136878156666667
1722,axis bank,-0.9186178
1723,axis bank,-0.8970435800000001
1724,axis bank,-0.3074947688571429
1725,axis bank,-0.621563992
1726,axis bank,-0.34839117248484847
1727,axis bank,0.955519765
1728,axis bank,-0.28658996555555555
1729,axis bank,-0.9179906
1730,axis bank,-0.07560959485
1731,axis bank,-0.85990553
1732,axis bank,-0.35171946228571427
1733,axis bank,-0.47010466464692313
1734,axis bank,-0.8607678
1735,axis bank,-0.7702487650000001
1736,axis bank,-0.4074626928333333
1737,axis bank,-0.3392512071764706
1738,axis bank,-0.7253354949999999
1739,axis bank,-0.6156808617999999
1740,axis bank,-0.5601044666666667
1741,axis bank,-0.653404
1742,axis bank,-0.9293408
1743,axis bank,-0.77552739
1744,axis bank,-0.2572588138
1745,axis bank,-0.43730136246666673
1746,axis bank,-0.6425339075000001
1747,axis bank,-0.6556137320000001
1748,axis bank,-0.5128960845
1749,axis bank,-0.8690615525000001
1750,axis bank,-0.29828536282857143
1751,axis bank,-0.9494564
1752,axis bank,-0.28925483835
1753,axis bank,-0.9250832
1754,axis bank,-0.615772058
1755,axis bank,-0.9470827
1756,axis bank,-0.891487115
1757,axis bank,-0.9321692
1758,axis bank,-0.8932460999999999
1759,axis bank,-0.74339425
1760,axis bank,-0.8724479816666667
1761,axis bank,-0.533472375
1762,axis bank,-0.21400123507407406
1763,axis bank,-0.33811982041666666
1764,axis bank,0.01434225
1765,axis bank,-0.3028755457142857
1766,axis bank,-0.43882043333333337
1767,axis bank,-0.8562488699999999
1768,axis bank,-0.5098314777142857
1769,axis bank,-0.7826649566666667
1770,axis bank,-0.2561757775
1771,axis bank,-0.6649774724999999
1772,axis bank,-0.4334691035
1773,axis bank,-0.45571759939130435
1774,axis bank,-0.766565715
1775,axis bank,-0.33541676063636366
1776,axis bank,-0.778195625
1777,axis bank,0.94982034
1778,axis bank,-0.20444119
1779,axis bank,-0.8344464899999999
1780,axis bank,-0.45913982293333333
1781,axis bank,-0.263293919
1782,axis bank,-0.2879245125
1783,axis bank,-0.38099343
1784,axis bank,-0.17474620333333332
1785,axis bank,-0.24414767125
1786,axis bank,-0.4839145759
1787,axis bank,-0.5519303683333333
1788,axis bank,-0.8444521199999999
1789,axis bank,-0.31709917883333333
1790,axis bank,-0.3867204745
1791,axis bank,-0.31855338466666666
1792,axis bank,-0.7875567299999999
1793,axis bank,-0.8907762699999999
1794,axis bank,-0.8044609
1795,axis bank,-0.603706080909091
1796,axis bank,-0.574006126
1797,axis bank,-0.625424785
1798,axis bank,-0.43309258675
1799,axis bank,-0.9087966000000001
1800,axis bank,-0.715625235
1801,axis bank,-0.365372468
1802,axis bank,-0.6132583620000001
1803,axis bank,-0.8907255
1804,axis bank,-0.47665420284
1805,axis bank,-0.4748687677777778
1806,axis bank,-0.5051152428571429
1807,axis bank,-0.58999035
1808,axis bank,-0.5120302673333333
1809,axis bank,-0.4831250369090909
1810,axis bank,-0.6601912766666667
1811,axis bank,-0.77041742
1812,axis bank,-0.339531024
1813,axis bank,-0.7026559733333334
1814,axis bank,-0.856874795
1815,axis bank,-0.3931262815
1816,axis bank,-0.46573411800000003
1817,axis bank,-0.94219524
1818,axis bank,-0.3251756375
1819,axis bank,-0.3928002234285714
1820,axis bank,-0.8759628
1821,axis bank,-0.4785430433333333
1822,axis bank,-0.15297412372000002
1823,axis bank,-0.94018168
1824,axis bank,-0.5522598775
1825,axis bank,-0.7353507333333332
1826,axis bank,-0.591716405
1827,axis bank,-0.92830515
1828,axis bank,-0.9171650566666667
1829,axis bank,-0.603405805
1830,axis bank,-0.78130888
1831,axis bank,-0.34472985500000003
1832,axis bank,-0.57219755
1833,axis bank,-0.10719585950000002
1834,axis bank,-0.5396432
1835,axis bank,-0.9015395666666667
1836,axis bank,-0.5098317866666667
1837,axis bank,-0.7700662
1838,axis bank,-0.3866150199166667
1839,axis bank,-0.23400265936363637
1840,axis bank,-0.5710607253333334
1841,axis bank,-0.5599394612499999
1842,axis bank,-0.153578962125
1843,axis bank,-0.37273410825
1844,axis bank,-0.5180750214285714
1845,axis bank,-0.92097753
1846,axis bank,-0.503301976
1847,axis bank,-0.2998988125
1848,axis bank,-0.6234496549999999
1849,axis bank,-0.93061674
1850,axis bank,-0.93624052
1851,axis bank,-0.4477855333333333
1852,axis bank,-0.40623984440000005
1853,axis bank,-0.7148840033333334
1854,axis bank,-0.28559876375
1855,axis bank,-0.6318405075
1856,axis bank,-0.3898628902857143
1857,axis bank,-0.7939939433333333
1858,axis bank,-0.926461475
1859,axis bank,-0.924831725
1860,axis bank,-0.5212885349999999
1861,axis bank,-0.6013612566666666
1862,axis bank,-0.6141106953333333
1863,axis bank,-0.7610206433333334
1864,axis bank,-0.41917325666666666
1865,axis bank,-0.84707719
1866,axis bank,-0.383869095
1867,axis bank,0.019547626000000005
1868,axis bank,-0.5353278825
1869,axis bank,-0.33760232833333337
1870,axis bank,-0.9574977
1871,axis bank,0.2751411805
1872,axis bank,-0.72455913
1873,axis bank,-0.607513415
1874,axis bank,-0.583228905
1875,axis bank,-0.5672873042857143
1876,axis bank,-0.7221341536363636
1877,axis bank,-0.94317512
1878,axis bank,-0.290457598
1879,axis bank,-0.6248624740000001
1880,axis bank,-0.097617591
1881,axis bank,-0.222816085
